08-13 15:28 drqa.retriever.tfidf_doc_ranker INFO     Loading /work/mithunpaul/fever/my_fork/fever-baselines/data/index/fever-tfidf-ngram=2-hash=16777216-tokenizer=simple.npz
08-13 15:28 root         DEBUG    The film was directed by series creator Stephen Hillenburg and starred the series ' cast of Tom Kenny , Bill Fagerbakke , Clancy Brown , Rodger Bumpass and Mr. Lawrence , with guest performances by Scarlett Johansson , Jeffrey Tambor , Alec Baldwin and David Hasselhoff .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Manchester United is based in Bolton , Greater Manchester , England .
08-13 15:28 root         DEBUG    Manchester United Football Club is a professional football club based in Old Trafford , Greater Manchester , England , that competes in the Premier League , the top flight of English football .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    John Frusciante is an American musician .
08-13 15:28 root         DEBUG    John Anthony Frusciante -LRB- -LSB- fruːˈʃɑːnteɪ -RSB- born March 5 , 1970 -RRB- is an American guitarist , singer , producer and composer .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Henri Kontinen was first place in the Australian Open men 's doubles championship .
08-13 15:28 root         DEBUG    He also won the 2017 Australian Open men 's doubles title with John Peers , reaching his first Grand Slam title in doubles .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Firefox is an application .
08-13 15:28 root         DEBUG    Mozilla Firefox -LRB- or simply Firefox -RRB- is a free and open-source web browser developed by the Mozilla Foundation and its subsidiary the Mozilla Corporation .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Vera Wang is a fashion designer from the United States .
08-13 15:28 root         DEBUG    Vera Ellen Wang -LRB- , -LSB- u̯ɑ̌ŋ u̯éɪ̯u̯éɪ̯ -RSB- ; born June 27 , 1949 -RRB- is an American fashion designer based in New York City .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Sebastian Vettel is a person .
08-13 15:28 root         DEBUG    Sebastian Vettel -LRB- -LSB- zeˈbasti̯an ˈfɛtl̩ -RSB- ; born 3 July 1987 -RRB- is a German racing driver currently driving in Formula One for Scuderia Ferrari .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Dan Brown was born June 22 , 1964 .
08-13 15:28 root         DEBUG    Daniel Gerhard `` Dan '' Brown -LRB- born June 22 , 1964 -RRB- is an American author of thriller fiction who wrote the 2003 bestselling novel The Da Vinci Code .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Riz Ahmed acted in an 8-part crime drama miniseries .
08-13 15:28 root         DEBUG    He also starred in the HBO miniseries The Night Of as Nasir Khan ; the show and his performance were critically lauded , earning him Golden Globe and SAG nominations . The Night Of is an American eight-part crime drama television miniseries based on Criminal Justice , a 2008 -- 09 British television series .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Benjamin Franklin was a worker .
08-13 15:28 root         DEBUG    Franklin was a renowned polymath and a leading author , printer , political theorist , politician , freemason , postmaster , scientist , inventor , civic activist , statesman , and diplomat .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Simon Cowell gives money .
08-13 15:28 root         DEBUG    Simon Phillip Cowell -LRB- -LSB- ˈkaʊəl -RSB- -RRB- -LRB- born 7 October 1959 -RRB- is an English reality television judge and producer , entrepreneur , and philanthropist .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Valles Marineris is on Mars .
08-13 15:28 root         DEBUG    Mars is the site of Olympus Mons , the largest volcano and second-highest known mountain in the Solar System , and of Valles Marineris , one of the largest canyons in the Solar System .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Sonny & Cher began in the 20th century .
08-13 15:28 root         DEBUG    Sonny & Cher were an American pop music duo , actors , singers and entertainers made up of husband-and-wife Sonny and Cher Bono in the 1960s and 1970s .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    In the 1980s Ice-T began his career as a rapper .
08-13 15:28 root         DEBUG    He began his career as a rapper in the 1980s and was signed to Sire Records in 1987 , when he released his debut album Rhyme Pays , one of the first hip-hop albums to carry an explicit content sticker .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Theresa May was elected as MP for Maidenhead .
08-13 15:28 root         DEBUG    She has been the Member of Parliament -LRB- MP -RRB- for Maidenhead since 1997 and Leader of the Conservative Party since July 2016 . However , future Prime Minister Theresa May was elected to the safe Conservative seat at Maidenhead , and future Speaker John Bercow in the seat at Buckingham .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Timur was multi-ethnic .
08-13 15:28 root         DEBUG    Timur 's armies were inclusively multi-ethnic and were feared throughout Asia , Africa , and Europe , sizable parts of which his campaigns laid to waste .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Chris Benoit died in June .
08-13 15:28 root         DEBUG    Christopher Michael Benoit -LRB- -LSB- bəˈnwa -RSB- ; May 21 , 1967 -- June 24 , 2007 -RRB- was a Canadian professional wrestler .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Ang Lee died October 23 , 1954 .
08-13 15:28 root         DEBUG    Ang Lee OBS -LRB- ; born October 23 , 1954 -RRB- is a Taiwanese film director , screenwriter and producer .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Elizabeth of York was a person .
08-13 15:28 root         DEBUG    Elizabeth of York -LRB- 11 February 1466 -- 11 February 1503 -RRB- was queen consort of England from 1486 until her death .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Estelle Getty was an actress .
08-13 15:28 root         DEBUG    Estelle Getty -LRB- née Scher ; also known as Estelle Gettleman ; July 25 , 1923 -- July 22 , 2008 -RRB- was an American actress and comedian , who appeared in film , television , and theatre .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Meteora is the sophomore album of Linkin Park .
08-13 15:28 root         DEBUG    Their following studio album Meteora continued the band 's success , topping the Billboard 200 album chart in 2003 , and was followed by extensive touring and charity work around the world . Formed in 1996 , the band rose to international fame with their debut album Hybrid Theory -LRB- 2000 -RRB- , which was certified diamond by the RIAA in 2005 and multi-platinum in several other countries .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Project Y 's mission was to build a new world .
08-13 15:28 root         DEBUG    Its mission was to design and build the first atomic bombs .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Doug Petrie was unable to appear in Dr. Horrible 's Sing-Along Blog .
08-13 15:28 root         DEBUG    He made a cameo on Joss Whedon 's web-based film , Dr. Horrible 's Sing-Along Blog , as `` Professor Normal '' .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Menace II Society is only set in Mexico .
08-13 15:28 root         DEBUG    The film is set in the 1990s South Central Los Angeles , California .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The Maze Runner had a budget in the millions .
08-13 15:28 root         DEBUG    The film earned over $ 348 million worldwide at the box-office , against its budget of $ 34 million .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Sixteen Primetime Emmy Award nominations have gone to actor Jon Hamm .
08-13 15:28 root         DEBUG    Hamm has received 16 Primetime Emmy Award nominations for his performances in Mad Men , 30 Rock -LRB- 2006 -- 2013 -RRB- , and Unbreakable Kimmy Schmidt -LRB- 2015 -- present -RRB- .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    David Attenborough worked at the BBC .
08-13 15:28 root         DEBUG    He is also a former senior manager at the BBC , having served as controller of BBC Two and director of programming for BBC Television in the 1960s and 1970s .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Celebrity Rehab with Dr. Drew was a scripted TV drama .
08-13 15:28 root         DEBUG    Celebrity Rehab with Dr. Drew , later called simply Rehab with Dr. Drew , is a reality television show that aired on the cable network VH1 in which many of the episodes chronicle a group of well-known people as they are treated for alcohol and drug addiction by Dr. Drew Pinsky and his staff at the Pasadena Recovery Center in Pasadena , California . Reality television is a genre of television programming that documents supposedly unscripted real-life situations , and often features an otherwise unknown cast of individuals who are typically not professional actors , although in some shows celebrities may participate .
08-13 15:28 root         DEBUG    gold:REFUTES
